X,Y,OBJECTID,FD_ID,DEPT_NAME,STATION_NUMBER,STATION_ADDRESS,CITY,STATE,COUNTY,ZIP_CODE,LATITUDE,LONGITUDE
-79.17932682,35.4878646,24434,5304,Sanford Fire Department,1,512 Hawkins Ave,Sanford,NC,Lee,27330,35.49,-79.18
-79.15687854,35.45663396,24435,5304,Sanford Fire Department,2,2220 Woodland Ave,Sanford,NC,Lee,27330,35.46,-79.16
-79.21963603,35.48134274,24436,5304,Sanford Fire Department,3,900 Cool Springs Rd,Sanford,NC,Lee,27330,35.48,-79.22
-77.77169312,35.66015487,24437,9804,"Sanoca Rural Fire District, Inc.",1,7221 Church St.,Saratoga,NC,Wilson,27873,35.66,-77.77
-77.85763603,34.9790033,24438,3114,Sarecta Fire Department,1,1142 Sarectra Rd,Kenansville,NC,Duplin,28349,34.98,-77.86
-77.8958,35.4389,24439,9626,"Saulston Volunteer Fire Department, Inc.",1,511 Saulston Rd,Goldsboro,NC,Wayne,27534,35.44,-77.90
-83.05602875,35.4521,24440,4410,"Saunook Volunteer Fire Department, Inc.",1,2908 Old Balsam Road,Waynesville,NC,Haywood,28786,35.45,-83.06
-83.26473907,35.29533135,24441,5005,Savannah Volunteer Fire Department,1,18 Ralph Tatham Road,Sylva,NC,Jackson,28779,35.30,-83.26
-83.2816,35.2525,24442,5005,Savannah Volunteer Fire Department,2,18 Sassafras Road,Sylva,NC,Jackson,28779,35.25,-83.28
-83.263,35.32945,24443,5005,Savannah Volunteer Fire Department,3,138 Greens Creek Rd,Sylva,NC,Jackson,28779,35.33,-83.26
-81.47428542,35.82496172,24444,1411,"Sawmills Volunteer Fire & Rescue, Inc.",1,4068 US 321-A ,Granite Falls,NC,Caldwell,28630,35.82,-81.47
-80.62923907,35.81123051,24445,8073,"Scotch-Irish Fire Department, Incorporated",1,3220 Needmore Rd,Woodleaf,NC,Rowan,27054,35.81,-80.63
-77.421,36.12997,24446,4209,Scotland Neck Fire Department,1,103 East 11th St,Scotland Neck,NC,Halifax,27874,36.13,-77.42
-76.49,35.4646,24447,4804,"Scranton Volunteer Fire Department, Inc.",1,5224 Sladesville-Credle RD,Scranton,NC,Hyde,27875,35.46,-76.49
-76.3904,34.8771,24448,1653,"Sea Level Fire Department, Rescue Squad and Community Center, Inc.",1,647 HWY 70,Sea Level,NC,Carteret,28577,34.88,-76.39
-77.44271842,36.49042777,24449,6605,"Seaboard Volunteer Fire Department, Inc.",1,108 West Central Street,Seaboard,NC,Northampton,27876,36.49,-77.44
-79.77449656,35.5411,24450,7612,"Seagrove Rural Volunteer Fire Department, Inc.",1,281 East Main Street,Seagrove,NC,Randolph,27341,35.54,-79.77
-78.2817,35.5365,24451,5120,Selma Fire Department,1,201 N Webb St.,Selma,NC,Johnston,27576,35.54,-78.28
-79.14958542,36.4987929,24452,1706,"Semora Volunteer Fire Department, Inc.",1,4997 Hwy 57 North,Semora,NC,Caswell,27343,36.50,-79.15
-81.7994,36.1559,24453,9511,Seven Devils Fire Department,1,1356 Seven Devils Road,Banner Elk,NC,Watauga,28604,36.16,-81.80
-79.57324291,35.27085256,24454,6363,"Seven Lakes Fire, Rescue, and EMS",1,718 Seven Lakes Drive,West End,NC,Moore,27376,35.27,-79.57
-77.852592,35.2231109,24455,9627,"Seven Springs Community Volunteer Fire Department, Inc.",1,5377 NC 55 Highway East,Seven Springs,NC,Wayne,28578,35.22,-77.85
-77.18207854,36.51666383,24456,6606,"Severn Volunteer Fire Department, Incorporated",1,9215 NC 35 ,Severn,NC,Northampton,27877,36.52,-77.18
-78.38106589,33.9743178,24457,1008,Shallotte Fire Department,1,125 Wall St.,Shallotte,NC,Brunswick,28470,33.97,-78.38
-78.42631953,33.98691779,24458,1008,Shallotte Fire Department,2,920 Whiteville RD,Shallotte,NC,Brunswick,28470,33.99,-78.43
-78.41431761,33.9615389,24459,1008,Shallotte Fire Department,3,40 Naber Dr,Shallotte,NC,Brunswick,28470,33.96,-78.41
-78.378825,33.925399,24460,1016,"Shallotte Point Volunteer Fire Department, Inc.",1,4126 Pigott Rd ,Shallotte,NC,Brunswick,28470,33.93,-78.38
-81.608935,35.240935,24461,2314,"Shanghai Volunteer Fire Department, Inc.",1,1435 Burke Rd.,Shelby,NC,Cleveland,28152,35.24,-81.61
-79.13872834,34.84738554,24462,7821,"Shannon Volunteer Fire Department, Inc.",1,14592 NC Hwy 71 N,Shannon,NC,Robeson,28386,34.85,-79.14
,,24463,7821,"Shannon Volunteer Fire Department, Inc.",2,1905 Colon Mintz Road,Leland,NC,Robeson,28451,,
-77.58318198,35.71744355,24464,7456,"Sharp Point Volunteer Fire Department, Inc.",1,4975 Sharp Point Rd,Fountain,NC,Pitt,27829,35.72,-77.58
-77.82989312,35.86973259,24465,6410,"Sharpsburg Fire Prevention Association, Inc.",1,300 Taylor Dr.,Sharpsburg,NC,Nash,27878,35.87,-77.83
-77.82699464,35.86862911,24466,6410,"Sharpsburg Fire Prevention Association, Inc.",2,100 Southeast Railroad Street,Sharpsburg,NC,Nash,27878,35.87,-77.83
-81.81073143,36.19250607,24467,9512,Shawneehaw Volunteer Fire Department,1,171 Rominger Road,Banner Elk,NC,Watauga,28604,36.19,-81.81
-80.67855708,35.97076541,24468,3016,"Sheffield-Calahaln Volunteer Fire Department, Inc.",1,435 Dyson Road,Mocksville,NC,Davie,27028,35.97,-80.68
-81.53055749,35.30247096,24469,2315,Shelby Fire Department,1,506 E. Grover St.,Shelby,NC,Cleveland,28150,35.30,-81.53
-81.56100729,35.28779633,24470,2315,Shelby Fire Department,2,303 Charles Rd.,Shelby,NC,Cleveland,28150,35.29,-81.56
-81.4883,35.2761,24471,2315,Shelby Fire Department,3,2425 Kings Rd.,Shelby,NC,Cleveland,28150,35.28,-81.49
-81.00957621,36.27189895,24472,9725,"Shepherds Cross-Roads Volunteer Fire Department, Inc.",1,6188 White Plains Road,Roaring River,NC,Wilkes,28669,36.27,-81.01
-80.82653143,35.62291002,24473,4907,"Shepherds Fire-Rescue, Inc.",1,2014 Charlotte Hwy,Mooresville,NC,Iredell,28117,35.62,-80.83
-80.8991502,35.5960349,24474,4907,"Shepherds Fire-Rescue, Inc.",2,204 Doolie Road,Mooresville,NC,Iredell,28117,35.60,-80.90
-80.99104291,35.58407314,24475,1815,"Sherrills Ford - Terrell Fire & Rescue, INC.",1,4011 Slanting Bridge Rd,Sherrills Ford,NC,Catawba,28673,35.58,-80.99
-81.03582875,35.57403491,24476,1815,"Sherrills Ford - Terrell Fire & Rescue, INC.",2,4385 Mt. Pleasant Rd,Sherrills Ford,NC,Catawba,28673,35.57,-81.04
-81.0158084,35.56719745,24477,1815,"Sherrills Ford - Terrell Fire & Rescue, INC.",3,4582 Burris Rd,Denver,NC,Catawba,28037,35.57,-81.02
-80.983815,35.636349,24478,1815,"Sherrills Ford - Terrell Fire & Rescue, INC.",4,2080 Mollys Backbone Road,Sherrills Ford,NC,Catawba,28673,35.64,-80.98
-79.86545749,36.44942371,24479,7909,"Shiloh Community Fire Protection Association, Inc.",1,3320 Settle Bridge Rd.,Stoneville,NC,Rockingham,27048,36.45,-79.87
-78.10366589,34.59341354,24480,7108,"Shiloh-Columbia Volunteer Fire Department, Inc.",1,19170 US Hwy 421,Watha,NC,Pender,28478,34.59,-78.10
-81.9056923,35.28834746,24481,8103,"Shiloh-Danieltown-Oakland Volunteer Fire Department, Inc.",1,115 Toms Lake Road,Forest City,NC,Rutherford,28043,35.29,-81.91
-81.9289,35.21027924,24482,8103,"Shiloh-Danieltown-Oakland Volunteer Fire Department, Inc.",2,1061 W.V. Thompson Road,Rutherfordton,NC,Rutherford,28139,35.21,-81.93
-77.79142414,35.4415973,24483,4009,"Shine Rural Volunteer Fire and EMS Association, Inc.",1,84 Shine Rd,Snow Hill,NC,Greene,28580,35.44,-77.79
-82.0717,35.4739,24484,8113,"Shingle Hollow Volunteer Fire Department, Inc.",1,2621 Cove Rd,Rutherfordton,NC,Rutherford,28139,35.47,-82.07
-80.49987895,36.30272651,24485,8661,"Shoals Volunteer Fire District, Inc.",1,2964 Shoals Road,Pinnacle,NC,Surry,27043,36.30,-80.50
-76.66011461,35.47380777,24486,716,Sidney Volunteer Fire Department Inc.,1,6755 N. Savannah RD,Belhaven,NC,Beaufort,27810,35.47,-76.66
-79.46468475,35.7252,24487,1907,Siler City Fire Department,1,310 North Chatam Ave,Siler City,NC,Chatham,27344,35.73,-79.46
-79.36949079,35.781,24488,1908,"Silk Hope Volunteer Fire Department, Inc.",1,8110 Silk Hope - Gum Springs Rd.,Siler City,NC,Chatham,27344,35.78,-79.37
-79.4495,35.8142,24489,1908,"Silk Hope Volunteer Fire Department, Inc.",2,5226 Silk Hope - Liberty Rd.,Siler City,NC,Chatham,27344,35.81,-79.45
-77.95159398,35.79569262,24490,9807,"Silver Lake Volunteer Fire Department, Inc.",1,5215 Hornes Church Rd,Wilson,NC,Wilson,27896,35.80,-77.95
-80.09946245,35.72548225,24491,2913,"Silver Valley Fire Department, Inc.",1,11450 S. NC 109,Lexington,NC,Davidson,27292,35.73,-80.10
-80.14820344,35.71569582,24492,2913,"Silver Valley Fire Department, Inc.",2,1685 Regan Road,Lexington,NC,Davidson,27292,35.72,-80.15
-77.27556128,35.57450436,24493,7432,"Simpson Rural Fire Dept., Inc.",1,2821 Virginia St,Simpson,NC,Pitt,27879,35.57,-77.28
-78.05319656,35.75885224,24494,9814,Sims Community Rural Fire Department,1,6217 US Highway 264 Alternate West,Sims,NC,Wilson,27880,35.76,-78.05
-80.82118583,36.4994,24495,8672,"Skull Camp Volunteer Fire Department, Incorporated",1,7211 West Pine Street,Lowgap,NC,Surry,27024,36.50,-80.82
-80.8695,36.52948621,24496,8672,"Skull Camp Volunteer Fire Department, Incorporated",2,9088 West Pine Street,Lowgap,NC,Surry,27024,36.53,-80.87
-80.7996,36.462991,24497,8672,"Skull Camp Volunteer Fire Department, Incorporated",3,913 Woltz Atkins Road,Mount Airy,NC,Surry,27030,36.46,-80.80
-83.30541962,35.0194006,24498,5709,Sky Valley - Scaly Mountain Volunteer Fire and Rescue Department Incorporated,1,169 Hale Ridge Road,Scaly Mountain,NC,Macon,28775,35.02,-83.31
-82.52398781,35.48447395,24499,1116,Skyland Fire and Rescue Corporation,1,9 Miller Road South,Asheville,NC,Buncombe,28803,35.48,-82.52
-82.5739,35.4638,24500,1116,Skyland Fire and Rescue Corporation,2,899 Glen Bridge SE,Arden,NC,Buncombe,28704,35.46,-82.57
-82.4792379,35.48721966,24501,1116,Skyland Fire and Rescue Corporation,3,310 Williams Road,Fletcher,NC,Buncombe,28732,35.49,-82.48
-82.53042232,35.51573852,24502,1116,Skyland Fire and Rescue Corporation,4,7 Valley Springs Road,Asheville,NC,Buncombe,28803,35.52,-82.53
-78.1549,35.2067,24503,9628,"Smith Chapel Volunteer Fire Department, Inc.",1,2843 Grantham School Rd,Mount Olive,NC,Wayne,28365,35.21,-78.15
-80.48273067,35.98467813,24504,3024,"Smith Grove Volunteer Fire Department, Inc.",1,4155 U.S. Hwy. 158 ,Advance,NC,Davie,27006,35.98,-80.48
-78.34474595,35.50958253,24505,5121,Smithfield Fire Department,1,111 S Fourth St,Smithfield,NC,Johnston,27577,35.51,-78.34
-78.3619,35.52632,24506,5121,Smithfield Fire Department,2,1200 West Market St,Smithfield,NC,Johnston,27577,35.53,-78.36
-79.29097277,34.81034585,24507,7822,Smiths Volunteer Fire Department,1,2906 Oxendine School Rd,Maxton,NC,Robeson,28364,34.81,-79.29
,,24508,7822,Smiths Volunteer Fire Department,2,3255 Maco Road,Leland,NC,Robeson,28451,,
-79.02963026,34.54157906,24509,7823,Smyrna Township Volunteer Fire Department,1,2910 Wiregrass Rd,Lumberton,NC,Robeson,28358,34.54,-79.03
-79.4279,35.8833,24510,111,"Snow Camp Volunteer Fire Department, Inc.",1,8408 Snow Camp,Snow Camp,NC,Alamance,27349,35.88,-79.43
-79.49609271,35.91224794,24511,111,"Snow Camp Volunteer Fire Department, Inc.",2,2545 W. Greensboro-Chapel Hill Road,Snow Camp,NC,Alamance,27349,35.91,-79.50
-79.50584636,35.85712174,24512,111,"Snow Camp Volunteer Fire Department, Inc.",3,2404 Staley Store Road,Liberty,NC,Alamance,27298,35.86,-79.51
-79.43315172,35.92398262,24513,111,"Snow Camp Volunteer Fire Department, Inc.",4,6457 Bass Mountain Road,Snow Camp,NC,Alamance,27349,35.92,-79.43
-77.65684879,35.44135796,24514,4004,"Snow Hill Rural Fire Department, Incorporated",1,201 Carolina Dr.,Snow Hill,NC,Greene,28580,35.44,-77.66
-79.8761,35.8401,24515,7616,Sophia Fire Department Inc.,1,6740 US Hwy 311,Sophia,NC,Randolph,27350,35.84,-79.88
-78.26609656,36.41544317,24516,9309,"Soul City Volunteer Rural Fire Association, Inc.",1,103 Cresent Drive,Manson,NC,Warren,27553,36.42,-78.27
-79.205482,34.88015,24517,4708,"South Antioch Volunteer Fire Department, Inc.",1,6931 Red Springs Rd,Red Springs,NC,Hoke,28377,34.88,-79.21
-76.1797,36.3349,24518,1501,"South Camden Fire Department, Inc.",1,114 Sawyer's Creek Rd,Camden,NC,Camden,27921,36.33,-76.18
-76.06377171,36.27323006,24519,1501,"South Camden Fire Department, Inc.",2,1061 South NC Hwy 343,Shiloh,NC,Camden,27974,36.27,-76.06
-80.09787854,35.5706691,24520,2924,"South Davidson Fire Department, Inc.",1,22320 NC 109,Denton,NC,Davidson,27239,35.57,-80.10
-77.5855,35.81648,24521,3314,South Edgecombe Rural Fire Department,1,6697 US 258 South,Pinetops,NC,Edgecombe,27864,35.82,-77.59
-77.63884408,35.79042611,24522,3314,South Edgecombe Rural Fire Department,2,102 West Burnette St.,Pinetops,NC,Edgecombe,27864,35.79,-77.64
-80.77456741,35.56776182,24523,4908,"South Iredell Volunteer Fire Department, Inc.",1,651 Brumley Rd,Mooresville,NC,Iredell,28115,35.57,-80.77
-80.2362,35.7467,24524,2914,"South Lexington Volunteer Fire Department, Inc.",1,1877 NC Highway 47,Lexington,NC,Davidson,27292,35.75,-80.24
-80.2589,35.7703,24525,2914,"South Lexington Volunteer Fire Department, Inc.",2,2000 Cotton Grove Road,Lexington,NC,Davidson,27292,35.77,-80.26
-76.333516,36.47149,24526,1502,"South Mills Volunteer Fire Department, Inc.",1,127 Keeter Barn Rd,South Mills,NC,Camden,27976,36.47,-76.33
-76.331419,36.445476,24527,1502,"South Mills Volunteer Fire Department, Inc.",2,105 Halstead Street,South Mills,NC,Camden,27976,36.45,-76.33
-81.56297166,35.58297784,24528,1279,"South Mountains Fire Rescue, Inc.",1,8204 Gus Peeler Road,Connelly Springs,NC,Burke,28612,35.58,-81.56
-76.59992,34.96017,24529,1623,"South River-Merrimon Fire & Ems, Inc.",1,1329 South River Rd,Beaufort,NC,Carteret,28516,34.96,-76.60
-80.48956781,35.61915699,24530,8074,"South Salisbury Township Fire Department, Incorporated",1,3207 Old Concord Road ,Salisbury,NC,Rowan,28146,35.62,-80.49
-80.1958,35.3096,24531,8417,"South Side Volunteer Fire Department, Incorporated",1,20790 Hwy 138,Albemarle,NC,Stanly,28001,35.31,-80.20
-80.17746437,35.32039502,24532,8417,"South Side Volunteer Fire Department, Incorporated",2,37348 Southside Road,Albemarle,NC,Stanly,28001,35.32,-80.18
-80.22089574,36.34981359,24533,8508,South Stokes Volunteer Fire Department,1,4747 Flat Shoals,Walnut Cove,NC,Stokes,27052,36.35,-80.22
-80.22697166,36.28572704,24534,8508,South Stokes Volunteer Fire Department,2,6624 NC Hwy 8 South,Germanton,NC,Stokes,27019,36.29,-80.23
-80.6731,36.3102,24535,8674,"South Surry Volunteer Fire Dept., Inc.",1,3124 Rockford Road,Dobson,NC,Surry,27017,36.31,-80.67
-80.6286,36.3454,24536,8674,"South Surry Volunteer Fire Dept., Inc.",2,4056 Siloam Road,Dobson,NC,Surry,27017,36.35,-80.63
-80.719,36.32252,24537,8674,"South Surry Volunteer Fire Dept., Inc.",3,8455 US 601,Dobson,NC,Surry,27017,36.32,-80.72
-82.189754,35.841126,24538,10013,"South Toe Volunteer Fire and Rescue, Incorporated",1,5455 State Hwy. 80 South,Burnsville,NC,Yancey,28714,35.84,-82.19
-82.183601,35.769657,24539,10013,"South Toe Volunteer Fire and Rescue, Incorporated",2,12444 State Hwy. 80 South,Burnsville,NC,Yancey,28714,35.77,-82.18
-76.6893,35.0479,24540,6902,"Southeast Pamlico Volunteer Fire Department and EMS, Inc.",1,182 Straight Road,Oriental,NC,Pamlico,28571,35.05,-76.69
-76.62019819,35.07102986,24541,6902,"Southeast Pamlico Volunteer Fire Department and EMS, Inc.",2,2779 Orchard Creek Rd.,Oriental,NC,Pamlico,28571,35.07,-76.62
-79.6786249,35.94085461,24542,4121,"Southeast Volunteer Fire Department, Inc.",1,6012 Liberty Road,Climax,NC,Guilford,27233,35.94,-79.68
-79.39657166,35.17814738,24543,6381,Southern Pines Fire & Rescue Department,1,500 West Pennsylvania Ave,Southern Pines,NC,Moore,28387,35.18,-79.40
-79.4028,35.2366,24544,6381,Southern Pines Fire & Rescue Department,2,7850 NC Hwy 22,Carthage,NC,Moore,28327,35.24,-79.40
-75.73410227,36.09759597,24545,2813,"Southern Shores Volunteer Fire Department, Inc.",1,15 S. Dogwood Trail,Southern Shores,NC,Dare,27949,36.10,-75.73
-75.7295,36.1291,24546,2813,"Southern Shores Volunteer Fire Department, Inc.",2,28 E. Dogwood Trail,Southern Shores,NC,Dare,27949,36.13,-75.73
-80.26362834,35.65947286,24547,2915,"Southmont Fire Department, Incorporated",1,11030 NC Highway 8,Lexington,NC,Davidson,27292,35.66,-80.26
-80.29248343,35.6896125,24548,2915,"Southmont Fire Department, Incorporated",2,2989 Rockercrusher Rd,Southmont,NC,Davidson,27351,35.69,-80.29
-81.02152509,35.18668769,24549,3623,"Southpoint Volunteer Fire Department, Inc.",1,2300 South Point Road,Belmont,NC,Gaston,28012,35.19,-81.02
-78.02310659,33.93058045,24550,1009,Southport Fire Department,1,1011 North Howe St. ,Southport,NC,Brunswick,28461,33.93,-78.02
-78.0189,33.9196,24551,1009,Southport Fire Department,2,111 E. Nash St.,Southport,NC,Brunswick,28461,33.92,-78.02
-78.0504,33.94936,24552,1009,Southport Fire Department,3,4889 Old Long Beach Rd,Southport,NC,Brunswick,28461,33.95,-78.05
-78.074,33.90402,24553,1009,Southport Fire Department,4,1100 Caswell Beach Rd,Caswell Beach ,NC,Brunswick,28465,33.90,-78.07
-77.51156781,34.74669395,24554,6716,"Southwest Volunteer Fire Department, Inc.",1,2031 Pony Farm Rd ,Jacksonville,NC,Onslow,28540,34.75,-77.51
-77.56130653,35.19953507,24555,5424,"Southwood Volunteer Fire Department, Inc.",1,1556 Hwy 58  South,Kinston,NC,Lenoir,28504,35.20,-77.56
-81.12128659,36.50806949,24556,301,"Sparta - Alleghany Volunteer Fire Department, Inc.",1,64 Cox Street,Sparta,NC,Alleghany,28675,36.51,-81.12
-77.43970781,35.96930943,24557,3308,"Speed Volunteer Fire Department, Inc.",1,113 Mill Pond Road,Hobgood,NC,Edgecombe,27843,35.97,-77.44
-80.43207813,35.68983,24558,8075,Spencer Fire Department,1,208 S Salisbury Ave,Spencer,NC,Rowan,28159,35.69,-80.43
-81.14817895,35.32690504,24559,3625,"Spencer Mountain Road Volunteer Fire Department, Inc.",1,1011 Dallas -Stanley Hwy,Dallas,NC,Gaston,28034,35.33,-81.15
-81.92914291,35.35596812,24560,8111,Spindale Fire Dept.,1,103 Reveley Street,Spindale,NC,Rutherford,28160,35.36,-81.93
-78.484006,35.196441,24561,8211,"Spivey's Corner Volunteer Fire Department, Inc.",1,8200 Newton Grove Hwy,Dunn,NC,Sampson,28334,35.20,-78.48
-79.06817743,35.27679562,24562,4312,"Spout Springs Emergency Services, Inc.",1,4400 Buffalo Lake Rd,Cameron,NC,Harnett,28326,35.28,-79.07
-79.11109312,35.2819,24563,4312,"Spout Springs Emergency Services, Inc.",2,20054 NC 24/27,Cameron,NC,Harnett,28326,35.28,-79.11
-82.8743,35.7679,24564,5804,"Spring Creek Volunteer Fire Department, Inc.",1,13131 NC Hwy. 209,Hot Springs,NC,Madison,28743,35.77,-82.87
-78.11550612,35.94200858,24565,6411,"Spring Hope Fire Department, Tar River Fire District, Inc.",1,415 West Nash Street,Spring Hope,NC,Nash,27882,35.94,-78.12
-78.98421802,35.17042631,24566,2616,Spring Lake Fire Department,1,300 Ruth St  ,Spring Lake,NC,Cumberland,28390,35.17,-78.98
-78.9504,35.2073,24567,2616,Spring Lake Fire Department,2,2355 Lillington Hwy ,Spring Lake,NC,Cumberland,28390,35.21,-78.95
-79.44743219,34.92266714,24568,8307,"Springhill-Friendship Volunteer Fire Department, Inc.",1,27860 Aberdeen Rd,Marston,NC,Scotland,28363,34.92,-79.45
-79.5447,34.90938,24569,8307,"Springhill-Friendship Volunteer Fire Department, Inc.",2,9921 Gum Swamp Lake Rd,Marston ,NC,Scotland,28363,34.91,-79.54
-82.07232146,35.90899145,24570,6105,"Spruce Pine Fire and Rescue Squad, Inc.",1,100 Firefighter Way,Spruce Pine,NC,Mitchell,28777,35.91,-82.07
-82.12776933,35.90318702,24571,6105,"Spruce Pine Fire and Rescue Squad, Inc.",2,1126 Hwy. 19E,Spruce Pine,NC,Mitchell,28777,35.90,-82.13
-78.09423026,33.94305314,24572,1024,"St. James Fire Department, Inc.",1,3628 St. James Dr,Southport,NC,Brunswick,28461,33.94,-78.09
-78.1168,33.9602,24573,1024,"St. James Fire Department, Inc.",2,3621 Oceanic Dr,Southport,NC,Brunswick,28461,33.96,-78.12
-78.5427,34.39741951,24574,2419,"St. James Volunteer Fire Department, Inc.",1,3203 Old Northeast Rd,Lake Waccamaw,NC,Columbus,28450,34.40,-78.54
-77.0889414,36.30611786,24575,4607,"St. John Fire Dept., Inc.",1,1127 NC Hwy 561 W.,Aulander,NC,Hertford,27805,36.31,-77.09
-78.98058431,34.80536476,24576,7830,St. Pauls Fire Department,1,585 W. McLean St.,St. Pauls,NC,Robeson,28384,34.81,-78.98
-81.2775,35.75487862,24577,1816,"St. Stephens Fire Department, Inc.",1,2810 Springs Road,Hickory,NC,Catawba,28601,35.75,-81.28
-81.2495,35.77074734,24578,1816,"St. Stephens Fire Department, Inc.",2,4060 Springs Road,Conover,NC,Catawba,28613,35.77,-81.25
-80.50822682,34.90173722,24579,9013,"Stack Road Volunteer Fire Department & Rescue Squad, Inc.",1,1900 Stack Road,Monroe,NC,Union,28112,34.90,-80.51
-76.416,34.8552,24580,1668,"Stacy Volunteer Fire Department, Inc.",1,1442 Hwy 70 ,Stacy,NC,Carteret,28581,34.86,-76.42
-79.55046437,35.79306511,24581,7613,"Staley Volunteer Fire Department, Inc.",1,410 W. Railroad St,Staley,NC,Randolph,27355,35.79,-79.55
-79.58185172,35.73747838,24582,7613,"Staley Volunteer Fire Department, Inc.",2,455 Kildee Church Rd,Ramsuer,NC,Randolph,27316,35.74,-79.58
-80.67437551,35.06524391,24583,9014,"Stallings Volunteer Fire Department, Inc.",1,4616 Old Monroe Rd ,Matthews,NC,Union,28106,35.07,-80.67
-78.0878249,35.86555652,24584,6415,"Stanhope Community Volunteer Fire Department, Inc.",1,4416 NC 97 West,Spring Hope,NC,Nash,27882,35.87,-78.09
-81.09689312,35.36765748,24585,3626,Stanley Volunteer Fire Department,1,201 Black Snake Road,Stanley,NC,Gaston,28164,35.37,-81.10
-77.8202,35.6057,24586,9812,Stantonsburg - Moyton Volunteer Fire Department Inc.,1,Post Office Box 130,Stantonsburg,NC,Wilson,27883,35.61,-77.82
-79.7843502,35.39296734,24587,6204,Star Fire Department,1,454 S Main St.,Star,NC,Montgomery,27356,35.39,-79.78
-80.8758,36.3311,24588,8679,"State Road Volunteer Fire Department, Inc.",1,1973 Old Hwy. 21,State Road,NC,Surry,28676,36.33,-80.88
-80.88891802,35.78152185,24589,4909,Statesville Fire Department,1,316 S. Meeting St.,Statesville,NC,Iredell,28677,35.78,-80.89
-80.91906286,35.7864913,24590,4909,Statesville Fire Department,2,110 Security Dr.,Statesville,NC,Iredell,28677,35.79,-80.92
-80.85856052,35.77954778,24591,4909,Statesville Fire Department,3,779 Eastside Dr.,Statesville,NC,Iredell,28677,35.78,-80.86
-80.82770448,35.81161172,24592,4909,Statesville Fire Department,4,115 Martin Lane,Statesville,NC,Iredell,28687,35.81,-80.83
-80.8424,35.577,24593,4909,Statesville Fire Department,5,125 Balmy Lane,Mooresville,NC,Iredell,28115,35.58,-80.84
-77.3656081,35.65466815,24594,7414,"Staton House Fire and Rescue Department, Inc.",1,2501 N Memorial Blvd,Greenville,NC,Pitt,27834,35.65,-77.37
-77.34548239,35.69955585,24595,7414,"Staton House Fire and Rescue Department, Inc.",2,2225 Staton Mill Rd,Greenville,NC,Pitt,27834,35.70,-77.35
-83.6927,35.3675,24596,3802,Stecoah Township Rescue Squad and Fire Department Inc.,1,140 School House Road,Robbinsville,NC,Graham,28771,35.37,-83.69
-78.6896,35.012,24597,2617,"Stedman Volunteer Fire Department, Inc.",1,7595 Clinton Rd ,Stedman,NC,Cumberland,28931,35.01,-78.69
-80.96349924,35.16950439,24598,6025,"Steele Creek Volunteer Fire Department, Inc.",1,8700 Steele Creek Rd.,Charlotte,NC,Mecklenburg,28278,35.17,-80.96
-80.9935,35.1,24599,6025,"Steele Creek Volunteer Fire Department, Inc.",2,13225 S Tryon St,Charlotte,NC,Mecklenburg,28278,35.10,-80.99
-78.7212498,36.20003028,24600,3911,"Stem Community Fire Department and Ems, Inc.",1,100 Franklin Road,Stem,NC,Granville,27581,36.20,-78.72
-81.56005595,36.20204028,24601,9510,"Stewart Simmons Volunteer Fire Department of Watauga County, Inc.",1,191 Jakes Mountain Road,Deep Gap,NC,Watauga,28618,36.20,-81.56
-81.51431,36.169435,24602,9510,"Stewart Simmons Volunteer Fire Department of Watauga County, Inc.",2,2607 Powderhorn Mountain Road,Deep Gap,NC,Watauga,28618,36.17,-81.51
-79.44250536,34.70031467,24603,8308,"Stewartsville Volunteer Fire Department, Incorporated",1,8781 Johns Rd,Laurinburg,NC,Scotland,28352,34.70,-79.44
-80.05091295,36.33982466,24604,8509,"Stokes-Rockingham Volunteer Fire Department and Rescue Squad, Inc.",1,1035 Pine Hall Road,Pine Hall,NC,Stokes,27042,36.34,-80.05
-80.08537703,36.42049137,24605,8509,"Stokes-Rockingham Volunteer Fire Department and Rescue Squad, Inc.",2,1040 Galloway Road,Walnut Cove,NC,Stokes,27052,36.42,-80.09
-79.98467166,36.24144327,24606,4122,"Stokesdale Fire District, Inc.",1,8401 US Hwy 158,Stokesdale,NC,Guilford,27357,36.24,-79.98
-79.90636553,36.46726069,24607,7911,Stoneville Fire Department,1,101 SMITH ST,Stoneville,NC,Rockingham,27048,36.47,-79.91
-79.151136,34.925731,24608,4706,"Stonewall Rural Fire Department, Inc.",1,5569 St. Pauls Rd,Shannon,NC,Hoke,28386,34.93,-79.15
-79.02195405,34.98413417,24609,2619,"Stoney Point Fire Department, Inc.",1,7221 Stoney Point Rd,Fayetteville,NC,Cumberland,28306,34.98,-79.02
-79.00846286,34.94824184,24610,2619,"Stoney Point Fire Department, Inc.",2,2190 Lake Upchurch Rd,Parkton,NC,Cumberland,28371,34.95,-79.01
-81.0447,35.8612,24611,204,"Stony Point Volunteer Fire Department, Inc.",1,501 Ruritan Park,Stony Point,NC,Alexander,28678,35.86,-81.04
-81.1066,35.8224,24612,204,"Stony Point Volunteer Fire Department, Inc.",2,9621 Paul Payne Store Road,Stony Point,NC,Alexander,28678,35.82,-81.11
-78.57172286,36.44556597,24613,3912,"Stovall Volunteer Fire Department, Inc.",1,204 Hwy 15 N,Stovall,NC,Granville,27582,36.45,-78.57
